#fullname;path;filterinfo
git/git;contrib/examples/git-gc.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-clone.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-commit.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-checkout.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-merge.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-fetch.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/builtin-fetch--tool.c;#Remove(all): %/examples/%#
git/git;contrib/examples/git-clean.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-ls-remote.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-log.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-whatchanged.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-reset.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-remote.perl;#Remove(all): %/examples/%#
git/git;contrib/examples/git-notes.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-tag.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-merge-ours.sh;#Remove(all): %/examples/%#
git/git;contrib/examples/git-repack.sh;#Remove(all): %/examples/%#
gradle/gradle;subprojects/docs/src/samples/userguide/multiproject/dependencies/webDist/date/src/main/java/org/gradle/sample/DateServlet.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/c/src/hello/c/hello.c;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/quickstart/src/main/scala/org/gradle/sample/impl/PersonImpl.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/windows-resources/src/hello/headers/hello.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/customizedLayout/test/java/org/gradle/PersonTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customModel/languageType/buildSrc/src/main/groovy/sample/markdown/DefaultMarkdownSourceSet.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/variants/src/main/cpp/main.cpp;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/PropertyTableRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/multiproject/shared/src/main/java/org/gradle/shared/Person.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/source/TypeNameResolverTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/JavadocLinkConverterTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/maven/quickstart/src/main/java/org/MyClass.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/apiAndImpl/src/test/java/doubler/impl/DoublerImplTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/toolingApi/customModel/plugin/src/main/java/org/gradle/sample/plugin/CustomPlugin.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cpp/src/hello/headers/hello.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/multiproject/buildSrc/src/main/java/org/gradle/buildsrc/BuildSrcClass.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/src/operatorsTest/cpp/test_minus.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/css/javadoc.css;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/toolingApi/idea/src/main/java/org/gradle/sample/Main.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/multi-project/lib/src/main/cpp/hello.cpp;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/DslDocModel.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/DslElementDoc.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customDistribution/plugin/src/main/groovy/org/gradle/GreetingTask.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/src/operators/cpp/minus.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/multiproject/dependencies/javaWithCustomConf/api/src/main/java/org/gradle/sample/api/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/mixedJavaAndGroovy/src/main/groovy/org/gradle/PersonList.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-param-util.h;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/ClassDocRendererTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/testng/java-jdk14-passing/src/main/java/org/gradle/Ok.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/multiproject/conf/application.conf;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/source/model/LanguageElement.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/testproject/src/main/java/org/gradle/JavaPerson.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/src/operatorsTest/headers/test_operators.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/multiproject/modules/admin/app/controllers/admin/Assets.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/flavors/src/hello/cpp/hello.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customBuildLanguage/buildSrc/src/main/groovy/org/gradle/samples/ProductPlugin.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/JavadocConverter.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/windows-resources/src/main/cpp/main.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/src/operators/headers/operators.h;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/ElementWarningsRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/testproject/src/test/java/org/gradle/JavaPersonTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/mixedJavaAndScala/src/main/scala/org/gradle/sample/impl/PersonList.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/base/test/java/org/gradle/PersonTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/webApplication/quickstart/src/main/webapp/index.jsp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/jvmComponents/scala/src/main/scala/org/gradle/samples/HelloWorld.scala;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/ClassDocExtensionsBuilderTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/buildDashboard/src/test/groovy/org/gradle/sample/PersonTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/testproject/src/test/groovy/org/gradle/VersionTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customPlugin/plugin/src/main/groovy/org/gradle/GreetingTask.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customModel/languageType/buildSrc/src/main/groovy/sample/markdown/MarkdownPlugin.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/basic/test/ApplicationSpec.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/multiproject/dependencies/javaWithCustomConf/shared/src/main/java/org/gradle/sample/shared/Helper.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/multiproject/dependencies/java/services/personService/src/test/java/org/gradle/sample/services/PersonServiceTest.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/BlocksRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/tutorial/scope.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/src/operators/cpp/plus.cpp;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/ClassDocBuilder.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/withIntegrationTests/src/integration-test/java/org/gradle/PersonIntegrationTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/jvmComponents/scala/src/main/scala/org/gradle/samples/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/multiproject/app/controllers/Application.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/objective-c/src/main/objc/main.m;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-port.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-internal.h;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/LinkRendererTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/multiproject/api/src/main/java/org/gradle/api/package.html;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/app/views/person.scala.html;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/source/model/ClassMetaData.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/zinc/src/main/scala/org/gradle/sample/api/Person.scala;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/MixinMetaData.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customPlugin/plugin/src/test/groovy/org/gradle/GreetingPluginTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/quickstart/src/main/groovy/org/gradle/Person.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/toolingApi/runBuild/src/main/java/org/gradle/sample/Main.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/ant/useExternalAntTaskWithConfig/src/Source.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/multiproject/api/src/main/java/org/gradle/api/PersonList.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/quickstart/src/main/java/org/gradle/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/testng/java-jdk15-passing/src/test/java/org/gradle/OkTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/customizedLayout/src/scala/org/gradle/sample/impl/PersonImpl.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/osgi/src/main/groovy/org/gradle/GradleActivator.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/AssembleDslDocTask.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/flavors/src/main/cpp/main.cpp;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/BlockTableRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/prebuilt/3rd-party-lib/util/src/util/headers/util.h;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/source/model/ParameterMetaData.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/model/SimpleClassMetaDataRepository.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/gtest_pred_impl.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/stylesheets/userGuideHtml.xsl;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/src/operators/headers/operators.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/multiproject/services/shared/src/main/java/org/gradle/services/shared/TestTest.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/source/model/PropertyMetaData.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/stylesheets/userGuidePdf.xsl;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/ivypublish/subproject/src/main/java/org/gradle/shared/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/zinc/src/main/scala/org/gradle/sample/impl/PersonImpl.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/antlr/src/test/java/org/gradle/GrammarTest.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/ExtensionPropertiesSummaryRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/src/operators/c/minus.c;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/app/assets/coffeescript/squareit.coffee;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/DefaultGenerationListener.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/clientModuleDependencies/shared/src/main/java/SomeClass.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/source/model/TypeMetaDataTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/BuildableDOMCategory.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/public/javascripts/hello.js;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/ExtensionMetaData.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/src/main/cpp/library/cpp/main.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/mixedJavaAndGroovy/src/main/groovy/org/gradle/GroovyPerson.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/css/dsl.css;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/libs/cunit/2.1-2/include/CUnit/TestRun.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/src/operators/c/plus.c;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/links/LinkMetaData.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/multiproject/modules/admin/public/javascript/admin.js;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/maven/pomGeneration/src/main/java/org/MyClass.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/GenerationListener.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/visual-studio/src/main/cpp/main.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/multiproject/shared/src/main/java/org/gradle/shared/package-info.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/release/content/script.js;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/ExtraAttributeDoc.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/custom-layout/src/source/main.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/testproject/src/main/groovy/org/gradle/ExcludeGroovy.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/ClassDocPropertiesBuilderTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/src/operatorsTest/c/test_minus.c;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/quickstart/src/test/resources/testScript.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/SampleElementValidator.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/BlockDetailRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/libs/cunit/2.1-2/include/CUnit/Automated.h;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/source/TypeNameResolver.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/ClassDocMethodsBuilderTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/libs/cunit/2.1-2/include/CUnit/CUnit_intl.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/stylesheets/standaloneHtml.xsl;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/junit/categories/src/test/java/org/gradle/junit/CategoryA.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/stylesheets/userGuideHtmlCommon.xsl;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/sonar/quickstart/src/main/java/org/gradle/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/testng/java-jdk15-passing/src/test/java/org/gradle/ConcreteTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/jvmComponents/scala/src/main/scala/org/gradle/samples/Greeter.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/gtest-test-part.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/libs/cunit/2.1-2/include/CUnit/Util.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/app/controllers/Application.scala;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/ClassDocMemberRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/testng/java-jdk15-passing/src/main/java/org/gradle/Ok.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/filtering/src/test/java/SomeOtherTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/ivypublish/src/main/java/org/gradle/SomeClass.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/onlyif/src/main/java/org/gradle/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/quickstart/src/test/scala/org/gradle/sample/impl/PersonImplTest.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-tuple.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/css/release-notes.css;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/toolingApi/customModel/plugin/src/main/java/org/gradle/sample/plugin/CustomModel.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/XmlSpecification.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/testproject/src/main/groovy/org/gradle/GroovyJavaPerson.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/jvmComponents/java/src/main/java/org/gradle/samples/HelloWorld.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/libs/cunit/2.1-2/include/CUnit/CUnit.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/java/sourceSets/src/intTest/java/SomeTest.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/ClassDocSuperTypeBuilder.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/test/IntegrationSpec.scala;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/source/model/MethodMetaDataTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/testproject/src/test/groovy/org/gradle/GroovyJavaPersonTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/src/operatorsTest/c/suite_operators.c;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/src/operatorsTest/cpp/test_main.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/test/groovy/org/gradle/docs/releasenotes/StaticReleaseNotesTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/junit/categories/src/test/java/org/gradle/junit/CategorizedJUnitTest.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/model/ClassMetaDataRepository.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/customizedLayout/src/scala/org/gradle/sample/api/Person.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/basic/app/views/index.scala.html;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/ClassDescriptionRenderer.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/ClassExtensionDoc.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/ClassExtensionMetaData.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/sonarRunner/quickstart/src/main/java/org/gradle/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/customBuildLanguage/buildSrc/src/main/groovy/org/gradle/samples/ProductModulePlugin.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/variants/src/hello/cpp/hello.cpp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/multiProjectBuildSrc/buildSrc/plugina/src/main/groovy/plugina/PluginA.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-filepath.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/customizedLayout/test/scala/org/gradle/sample/impl/PersonImplTest.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/maven-publish/javaProject/subproject/src/main/java/org/gradle/shared/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/customizedLayout/test/groovy/org/gradle/PersonTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/jacoco/quickstart/src/test/java/org/gradle/PersonTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/scala/mixedJavaAndScala/src/main/java/org/gradle/sample/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/junit/categories/src/test/java/org/gradle/junit/SimpleJUnitTest.java;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/ExtractSnippetsTask.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/multiproject/public/javascript/timestamp.js;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/groovycDetector/src/main/java/org/gradle/test/DetectorTransform.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/app/assets/coffeescript/console.coffee;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/java/base/prod/java/org/gradle/Person.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/docs/css/userguide.css;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/testng/java-jdk15-passing/src/test/java/org/gradle/SuiteCleanup.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/userguide/multiproject/dependencies/javaWithCustomConf/services/personService/src/main/java/org/gradle/sample/services/PersonService.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/groovy/multiproject/buildSrc/src/main/groovy/org/gradle/buildsrc/BuildSrcClass.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/multi-project/lib/src/main/headers/hello.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/test/groovy/org/gradle/docs/releasenotes/ReleaseNotesPage.groovy;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/model/BlockDoc.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/cunit/libs/cunit/2.1-2/include/CUnit/CUError.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/assembler/src/main/asm_i386_gcc/sum.s;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-linked_ptr.h;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/test/groovy/org/gradle/build/docs/dsl/docbook/JavadocConverterTest.groovy;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/app/views/pass.scala.html;#Remove(all): %/docs/%#
gradle/gradle;buildSrc/src/main/groovy/org/gradle/build/docs/dsl/docbook/JavadocLinkConverter.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/ear/earCustomized/war/src/main/webapp/index.jsp;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/conf/application.conf;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/internal/gtest-param-util-generated.h;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/testing/testng/java-jdk15-passing/src/test/java/org/gradle/AbstractTest.java;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/play/advanced/test/ApplicationSpec.scala;#Remove(all): %/docs/%#
gradle/gradle;subprojects/docs/src/samples/native-binaries/google-test/libs/googleTest/1.7.0/include/gtest/gtest-message.h;#Remove(all): %/docs/%#
